musteri_id,yas,kullanim_suresi_ay,sozlesme_tipi,internet_hizi_mbps,ek_paket_sayisi,aylik_ucret,teknik_destek_cagrisi,fatura_gecikme_sayisi,memnuniyet_puani,musteri_no_son_hane,ayrildi_mi
11360,44,34,Aylik,25,0,173.0,3,1,5,7,1
11361,42,7,Iki Yillik,16,1,196.0,0,2,7,9,0
11362,50,25,Aylik,50,4,393.0,0,0,7,9,0
11363,44,20,Iki Yillik,16,1,221.0,2,1,9,4,0
11364,29,5,Iki Yillik,50,3,451.0,1,0,7,4,0
11365,58,28,Yillik,50,1,254.0,0,1,7,7,0
11366,40,13,Aylik,25,0,176.0,0,1,7,0,0
11367,42,27,Aylik,16,3,304.0,1,1,7,5,1
11368,30,9,Aylik,16,4,326.0,0,0,7,1,0
11369,36,36,Aylik,16,2,299.0,0,1,9,0,0
11370,30,57,Aylik,50,0,152.0,0,0,7,6,1
11371,40,7,Iki Yillik,25,2,259.0,1,0,7,3,0
11372,64,9,Aylik,100,2,449.0,0,0,7,0,1
11373,24,6,Yillik,25,1,222.0,1,3,9,9,0
11374,21,17,Aylik,25,2,249.0,1,0,5,5,0
11375,61,27,Yillik,50,1,295.0,2,0,10,9,0
11376,39,33,Iki Yillik,50,1,312.0,3,0,5,5,0
11377,33,25,Aylik,25,0,195.0,0,2,6,2,0
11378,56,32,Aylik,16,0,150.0,2,1,8,5,1
11379,34,20,Yillik,50,2,341.0,0,1,9,9,0
11380,66,13,Yillik,25,3,308.0,0,1,4,8,0
11381,51,9,Yillik,25,2,304.0,2,1,5,5,0
11382,36,18,Aylik,50,2,377.0,0,0,8,0,0
11383,70,10,Aylik,50,1,189.0,1,0,10,9,0
11384,34,26,Iki Yillik,50,0,239.0,3,0,9,5,0
11385,52,10,Iki Yillik,50,0,174.0,4,2,7,7,1
11386,46,14,Aylik,50,3,455.0,3,1,2,6,1
11387,59,41,Iki Yillik,50,2,309.0,2,1,7,7,0
11388,62,44,Aylik,50,1,306.0,0,1,8,7,0
11389,42,43,Aylik,50,0,234.0,1,1,6,8,1
11390,32,20,Aylik,100,2,392.0,0,0,5,2,0
11391,48,13,Aylik,25,0,155.0,3,0,7,6,1
11392,33,29,Yillik,25,0,243.0,1,0,5,5,0
11393,68,10,Aylik,100,0,363.0,0,0,10,1,1
11394,44,34,Aylik,50,0,303.0,2,0,10,4,1
11395,37,12,Yillik,16,1,217.0,0,1,8,2,0
11396,44,17,Yillik,100,2,430.0,1,1,7,4,0
11397,24,34,Yillik,16,0,161.0,2,0,6,8,1
11398,29,4,Iki Yillik,50,0,225.0,0,1,7,7,0
11399,58,13,Aylik,100,1,339.0,0,0,10,8,0
11400,33,27,Yillik,200,0,523.0,1,1,9,8,0
11401,28,31,Yillik,16,0,150.0,0,1,7,7,0
11402,49,27,Yillik,50,4,430.0,1,0,9,7,0
11403,57,17,Aylik,25,1,238.0,0,2,8,5,0
11404,51,37,Aylik,25,0,198.0,1,2,8,5,0
11405,55,9,Iki Yillik,16,0,229.0,2,0,9,5,0
11406,32,9,Aylik,50,0,234.0,2,1,8,9,1
11407,24,26,Iki Yillik,50,0,261.0,1,0,9,5,0
11408,62,8,Yillik,16,0,242.0,0,0,7,8,0
11409,38,59,Yillik,50,2,371.0,3,2,7,9,0
11410,39,13,Yillik,50,2,365.0,0,1,6,0,0
11411,59,36,Yillik,100,1,364.0,2,0,6,9,1
11412,49,7,Aylik,100,0,338.0,0,2,4,5,1
11413,48,51,Aylik,25,2,231.0,1,0,5,7,0
11414,70,21,Yillik,200,0,537.0,0,0,5,0,0
11415,34,13,Aylik,100,1,385.0,0,0,6,5,1
11416,54,16,Aylik,25,1,233.0,0,0,10,8,0
11417,43,11,Aylik,16,1,251.0,3,0,7,5,1
11418,45,17,Iki Yillik,25,1,190.0,2,1,7,1,0
11419,62,7,Aylik,25,2,335.0,0,1,8,0,0
11420,49,13,Yillik,50,5,492.0,0,0,10,3,0
11421,49,36,Aylik,50,4,413.0,1,2,6,5,0
11422,56,24,Aylik,50,3,365.0,0,2,7,9,0
11423,37,9,Yillik,50,4,432.0,0,0,7,9,0
11424,31,18,Aylik,16,0,224.0,1,1,9,8,0
11425,28,44,Yillik,100,2,424.0,0,0,10,4,0
11426,18,14,Yillik,25,0,193.0,1,0,8,6,0
11427,69,8,Iki Yillik,200,4,701.0,1,0,9,5,0
11428,28,30,Aylik,16,1,278.0,3,1,7,5,1
11429,39,2,Iki Yillik,200,1,552.0,1,0,7,8,0
11430,38,17,Yillik,16,2,259.0,0,1,9,4,0
11431,46,47,Iki Yillik,25,1,284.0,5,2,8,1,0
11432,53,17,Aylik,16,1,221.0,2,1,6,7,0
11433,53,38,Yillik,50,0,275.0,0,0,9,2,0
11434,34,8,Iki Yillik,100,1,343.0,1,3,7,8,1
11435,40,17,Iki Yillik,25,2,270.0,0,1,6,4,0
11436,46,16,Aylik,100,0,382.0,0,0,9,0,0
11437,39,29,Aylik,50,2,301.0,2,0,7,3,0
11438,63,22,Aylik,50,2,320.0,3,0,8,8,1
11439,48,51,Aylik,100,0,339.0,2,0,8,0,0
11440,52,14,Aylik,25,3,288.0,0,0,6,7,0
11441,51,21,Aylik,25,1,218.0,1,1,8,7,0
11442,57,16,Iki Yillik,100,3,469.0,2,1,10,8,0
11443,44,20,Aylik,100,2,422.0,0,0,5,8,0
11444,25,19,Yillik,200,0,565.0,1,1,8,5,0
11445,47,10,Aylik,100,1,429.0,2,1,5,4,0
11446,34,34,Aylik,16,2,230.0,0,1,9,6,0
11447,35,12,Aylik,100,3,469.0,4,0,9,8,1
11448,50,11,Aylik,25,2,301.0,0,0,6,4,0
11449,58,5,Yillik,200,1,618.0,2,1,10,2,0
11450,42,13,Iki Yillik,50,0,260.0,0,1,9,8,0
11451,46,12,Aylik,50,2,335.0,0,0,8,9,1
11452,64,3,Aylik,50,2,348.0,1,2,8,0,0
11453,45,17,Aylik,25,2,301.0,0,0,9,0,0
11454,75,49,Iki Yillik,16,2,228.0,2,0,5,9,0
11455,49,6,Yillik,100,1,382.0,1,1,7,3,0
11456,19,20,Aylik,100,0,381.0,1,1,8,1,0
11457,52,17,Yillik,16,4,343.0,2,1,6,6,1
11458,47,31,Iki Yillik,100,0,335.0,0,0,8,1,0
11459,59,33,Aylik,50,2,317.0,2,3,9,6,0
11460,51,72,Aylik,25,2,197.0,0,1,6,7,0
11461,40,24,Iki Yillik,25,2,278.0,2,2,7,7,0
11462,26,11,Yillik,100,2,431.0,3,1,5,2,1
11463,39,13,Yillik,50,2,307.0,1,2,4,8,0
11464,31,14,Yillik,50,0,195.0,1,0,8,9,0
11465,34,12,Aylik,50,0,204.0,1,0,7,9,0
11466,50,57,Yillik,16,1,242.0,0,0,7,9,0
11467,64,32,Yillik,50,1,349.0,1,1,5,5,0
11468,47,29,Aylik,16,1,264.0,1,2,7,3,0
11469,26,8,Yillik,25,1,185.0,3,2,9,7,1
11470,48,33,Iki Yillik,50,2,355.0,1,2,7,3,0
11471,58,42,Aylik,100,0,307.0,2,2,7,3,1
11472,34,17,Aylik,25,0,167.0,1,1,7,7,1
11473,40,13,Aylik,25,2,261.0,1,0,5,3,1
11474,42,52,Yillik,50,1,305.0,4,1,8,0,1
11475,32,12,Aylik,100,3,499.0,1,1,5,5,1
11476,50,11,Yillik,50,1,277.0,2,0,5,7,0
11477,40,9,Iki Yillik,100,2,417.0,1,1,5,2,0
11478,47,19,Aylik,50,4,431.0,1,0,7,1,1
11479,30,24,Iki Yillik,100,0,350.0,2,3,6,5,0
11480,36,38,Iki Yillik,16,1,257.0,1,2,7,0,0
11481,51,30,Aylik,25,1,188.0,0,0,5,4,0
11482,37,29,Aylik,25,4,368.0,1,0,9,5,0
11483,64,46,Iki Yillik,50,0,198.0,0,0,9,7,0
11484,37,9,Iki Yillik,100,1,373.0,1,2,7,6,0
11485,45,6,Aylik,100,1,367.0,3,0,6,5,1
11486,54,30,Aylik,16,2,259.0,0,0,6,1,1
11487,24,19,Aylik,16,1,187.0,0,0,6,7,0
11488,19,38,Iki Yillik,25,2,225.0,2,1,4,7,0
11489,22,20,Aylik,25,1,159.0,0,1,5,4,0
11490,58,13,Aylik,50,2,320.0,1,1,9,2,0
11491,35,31,Iki Yillik,100,1,360.0,2,1,8,7,0
11492,75,22,Aylik,200,1,541.0,0,0,10,4,0
11493,35,20,Yillik,50,1,326.0,1,0,6,2,0
11494,44,72,Aylik,100,2,390.0,1,1,6,8,0
11495,62,44,Iki Yillik,50,1,330.0,2,0,6,8,0
11496,68,33,Aylik,25,2,334.0,2,1,6,6,0
11497,69,22,Yillik,50,1,212.0,0,2,6,7,0
11498,58,21,Yillik,50,2,328.0,2,2,8,4,0
11499,55,16,Aylik,50,1,266.0,3,2,7,4,1
11500,50,24,Aylik,25,2,176.0,0,1,6,4,1
11501,52,14,Aylik,25,0,150.0,1,0,9,1,1
11502,35,7,Aylik,25,4,395.0,1,2,10,2,1
11503,31,20,Yillik,200,3,726.0,1,0,9,7,0
11504,42,25,Yillik,25,2,309.0,0,1,8,5,0
11505,40,39,Aylik,100,0,341.0,3,0,8,8,0
11506,36,11,Yillik,100,0,329.0,0,0,10,6,0
11507,51,21,Yillik,25,1,291.0,0,0,8,5,0
11508,54,29,Iki Yillik,50,1,355.0,0,0,6,3,0
11509,43,29,Aylik,100,2,399.0,0,3,8,6,1
11510,61,55,Aylik,50,0,165.0,1,0,8,3,0
11511,27,17,Aylik,200,1,492.0,0,2,5,6,0
11512,39,10,Yillik,25,4,414.0,4,1,6,4,1
11513,33,22,Aylik,16,5,394.0,1,0,9,1,0
11514,18,17,Aylik,100,0,336.0,4,1,4,6,1
11515,41,15,Aylik,100,0,267.0,1,1,5,7,1
11516,40,13,Yillik,200,0,494.0,1,3,7,9,1
11517,62,25,Aylik,50,4,405.0,1,0,8,1,0
11518,50,12,Aylik,200,2,617.0,0,1,4,5,1
11519,29,33,Aylik,100,2,406.0,1,0,7,3,0
11520,66,32,Aylik,100,1,339.0,1,0,9,4,0
11521,58,27,Yillik,50,2,298.0,3,2,7,0,0
11522,50,9,Aylik,25,2,320.0,0,0,9,5,0
11523,39,25,Aylik,200,2,619.0,1,1,6,7,0
11524,30,40,Yillik,25,1,254.0,1,1,5,1,0
11525,37,35,Aylik,50,1,249.0,1,0,9,0,0
11526,56,32,Aylik,25,2,174.0,0,0,8,8,0
11527,66,21,Iki Yillik,50,2,307.0,0,1,5,1,0
11528,62,20,Aylik,50,1,250.0,1,0,5,7,1
11529,36,44,Aylik,16,2,273.0,1,0,10,4,0
11530,27,25,Aylik,100,4,625.0,0,0,5,1,1
11531,44,25,Aylik,25,3,347.0,1,1,9,4,1
11532,19,72,Yillik,50,0,331.0,2,0,6,8,0
11533,46,16,Yillik,16,1,235.0,1,1,7,5,0
11534,40,2,Yillik,16,3,283.0,0,0,8,2,0
11535,36,18,Aylik,25,1,245.0,0,0,3,7,0
11536,21,19,Aylik,50,3,432.0,1,2,4,0,0
11537,49,25,Iki Yillik,16,1,279.0,2,1,7,8,0
11538,35,29,Iki Yillik,100,1,355.0,2,1,6,8,0
11539,27,3,Aylik,25,2,286.0,2,2,9,3,0
11540,18,29,Aylik,25,2,227.0,4,1,4,7,1
11541,42,20,Aylik,16,1,244.0,2,0,8,2,0
11542,65,17,Aylik,16,0,225.0,1,0,4,5,0
11543,64,5,Aylik,100,0,331.0,1,1,6,9,0
11544,36,50,Aylik,100,2,397.0,0,1,5,9,1
11545,34,15,Yillik,50,1,293.0,0,0,10,7,0
11546,48,32,Yillik,16,1,230.0,1,0,4,8,1
11547,29,11,Aylik,25,1,235.0,1,2,7,7,0
11548,46,26,Aylik,50,1,286.0,1,0,4,8,0
11549,52,17,Yillik,200,3,649.0,0,0,10,3,0
11550,58,31,Aylik,25,2,312.0,2,0,8,9,0
11551,41,17,Yillik,50,1,306.0,2,0,7,0,0
11552,39,10,Aylik,25,1,198.0,0,1,10,6,0
11553,31,20,Yillik,25,2,242.0,1,0,7,9,0
11554,31,20,Aylik,25,3,314.0,2,2,7,3,0
11555,39,24,Aylik,16,1,241.0,1,1,7,0,0
11556,47,38,Aylik,100,0,335.0,0,3,8,2,0
11557,54,8,Aylik,25,0,165.0,2,1,6,6,1
11558,32,37,Aylik,50,1,289.0,1,0,7,2,1
11559,61,7,Yillik,16,1,204.0,0,0,9,0,0
11560,38,31,Aylik,200,1,596.0,2,1,8,6,0
11561,42,31,Aylik,16,2,272.0,0,0,7,7,0
11562,32,14,Aylik,100,1,364.0,1,1,4,4,1
11563,18,11,Yillik,100,0,338.0,2,0,10,5,0
11564,53,11,Iki Yillik,200,1,611.0,8,1,6,2,1
11565,52,22,Yillik,50,3,350.0,0,0,9,4,0
11566,38,33,Aylik,50,3,384.0,3,0,7,2,0
11567,43,18,Yillik,25,0,185.0,1,1,5,1,0
11568,49,2,Iki Yillik,16,2,275.0,1,1,9,6,0
11569,22,14,Iki Yillik,25,0,165.0,2,1,7,9,0
11570,35,13,Aylik,16,3,309.0,1,1,10,6,0
11571,52,29,Aylik,200,2,649.0,0,0,7,7,0
11572,26,30,Aylik,16,0,150.0,1,0,8,0,0
11573,46,23,Aylik,50,1,233.0,0,0,4,1,0
11574,24,37,Yillik,50,1,235.0,2,0,6,1,0
11575,48,38,Aylik,50,1,239.0,0,0,5,2,0
11576,42,14,Aylik,50,0,256.0,4,2,6,6,1
11577,21,10,Yillik,16,2,211.0,2,0,8,6,0
11578,57,19,Yillik,50,2,315.0,0,0,6,6,0
11579,32,23,Aylik,25,1,254.0,0,0,9,0,1
11580,31,14,Yillik,200,2,625.0,0,1,5,1,0
11581,45,72,Aylik,100,2,407.0,0,0,9,7,0
11582,57,49,Iki Yillik,200,2,617.0,1,0,9,8,0
11583,29,13,Iki Yillik,16,0,174.0,2,1,9,9,0
11584,43,9,Yillik,25,3,315.0,1,0,6,6,0
11585,48,12,Yillik,16,2,253.0,2,1,3,0,1
11586,51,39,Iki Yillik,16,0,249.0,2,0,8,3,0
11587,44,39,Aylik,25,5,441.0,2,1,7,9,1
11588,37,49,Aylik,50,2,412.0,1,1,5,7,0
11589,31,10,Yillik,25,1,215.0,1,2,6,4,1
11590,43,29,Aylik,50,2,322.0,2,2,10,0,0
11591,28,11,Aylik,100,2,373.0,1,2,5,6,1
11592,18,55,Iki Yillik,50,1,252.0,1,0,8,5,0
11593,48,10,Yillik,25,0,254.0,3,0,7,8,0
11594,54,7,Aylik,25,3,304.0,1,0,6,3,0
11595,18,8,Aylik,25,1,300.0,2,0,8,3,0
11596,29,20,Aylik,16,0,150.0,1,1,10,7,0
11597,50,32,Aylik,50,1,243.0,0,0,6,3,1
11598,69,31,Aylik,25,3,311.0,2,0,7,2,1
11599,42,9,Yillik,100,1,373.0,3,0,8,6,0
11600,33,15,Aylik,100,0,362.0,0,1,9,4,0
11601,40,14,Aylik,50,1,296.0,1,0,7,8,1
11602,60,8,Aylik,25,1,218.0,2,0,6,4,0
11603,34,14,Iki Yillik,25,0,183.0,2,0,3,8,0
11604,32,48,Aylik,100,1,364.0,1,0,6,5,0
11605,36,7,Aylik,50,0,203.0,3,0,5,5,1
11606,30,24,Aylik,25,1,201.0,1,1,8,5,0
11607,44,48,Yillik,16,1,251.0,2,1,7,6,0
11608,63,47,Yillik,16,2,196.0,3,0,6,3,0
11609,46,57,Aylik,100,2,477.0,2,2,7,3,0
11610,39,25,Aylik,25,2,265.0,1,1,5,8,1
11611,38,28,Aylik,50,1,253.0,0,1,10,6,0
11612,22,14,Aylik,25,1,258.0,1,1,9,9,0
11613,53,7,Aylik,50,1,332.0,0,0,10,5,0
11614,41,18,Aylik,100,1,414.0,1,1,8,0,1
11615,40,42,Aylik,100,3,483.0,1,0,7,6,0
11616,75,2,Aylik,25,2,316.0,0,0,10,5,0
11617,46,14,Aylik,16,3,245.0,0,2,6,3,0
11618,32,30,Yillik,25,2,259.0,1,1,5,7,0
11619,36,21,Aylik,50,3,338.0,1,0,6,6,0
11620,57,45,Aylik,50,1,323.0,2,0,8,7,0
11621,43,39,Aylik,50,2,312.0,4,1,6,8,1
11622,23,6,Iki Yillik,16,2,290.0,1,0,7,0,0
11623,54,22,Iki Yillik,50,1,299.0,1,0,4,2,0
11624,33,11,Aylik,16,1,185.0,0,1,8,1,0
11625,66,11,Aylik,100,3,444.0,0,2,4,2,1
11626,56,6,Aylik,25,2,323.0,0,1,5,1,0
11627,36,24,Aylik,50,1,253.0,1,2,9,5,0
11628,59,46,Aylik,16,1,220.0,0,1,9,8,0
11629,43,26,Yillik,25,2,250.0,1,1,8,1,0
11630,53,6,Yillik,50,0,224.0,1,3,8,3,1
11631,48,20,Iki Yillik,25,4,366.0,0,0,6,4,0
11632,31,29,Aylik,100,1,348.0,0,0,6,4,0
11633,34,19,Yillik,50,0,201.0,2,1,6,0,0
11634,55,26,Yillik,50,1,290.0,1,0,4,5,0
11635,38,12,Aylik,25,0,158.0,2,1,7,4,0
11636,37,17,Aylik,50,1,252.0,2,1,7,5,0
11637,30,16,Aylik,50,0,202.0,1,2,5,3,1
11638,48,51,Aylik,50,0,232.0,4,0,10,5,1
11639,69,9,Aylik,50,0,268.0,1,0,8,8,1
11640,28,2,Yillik,25,2,330.0,2,1,8,0,0
11641,42,49,Aylik,25,1,207.0,0,0,6,5,0
11642,60,22,Iki Yillik,25,0,263.0,2,1,7,0,0
11643,41,7,Aylik,16,0,150.0,0,2,8,6,1
11644,48,37,Iki Yillik,25,2,315.0,0,1,7,3,0
11645,28,30,Aylik,50,1,255.0,1,1,10,5,0
11646,48,56,Yillik,100,2,390.0,4,0,7,6,1
11647,40,24,Aylik,25,4,341.0,2,0,6,4,0
11648,55,72,Aylik,200,1,563.0,1,1,8,8,0
11649,57,19,Iki Yillik,50,2,345.0,0,1,5,7,0
11650,75,30,Aylik,100,1,398.0,3,0,9,2,1
11651,50,33,Yillik,50,2,292.0,2,1,5,0,1
11652,46,72,Yillik,50,0,200.0,1,1,8,9,0
11653,45,15,Aylik,16,3,273.0,2,0,6,7,0
11654,37,14,Aylik,25,2,274.0,0,2,8,3,0
11655,46,34,Yillik,16,0,163.0,0,3,9,6,0
11656,38,7,Aylik,50,1,247.0,0,1,7,3,0
11657,44,11,Yillik,25,1,242.0,0,0,5,6,0
11658,59,18,Iki Yillik,100,1,454.0,0,0,5,0,0
11659,29,55,Aylik,25,1,215.0,0,0,6,0,0
11660,57,34,Aylik,100,0,315.0,0,1,3,1,0
11661,59,22,Yillik,16,1,235.0,0,0,9,4,0
11662,40,14,Aylik,16,4,331.0,0,0,7,9,1
11663,18,69,Aylik,25,1,256.0,2,0,5,5,0
11664,34,20,Aylik,25,2,252.0,3,1,10,1,0
11665,59,11,Aylik,25,2,342.0,1,0,6,0,0
11666,42,72,Aylik,100,1,387.0,0,0,7,8,0
11667,29,7,Aylik,16,3,284.0,0,0,5,6,1
11668,35,47,Yillik,25,0,167.0,0,1,3,7,0
11669,53,21,Aylik,100,0,312.0,2,0,4,5,0
11670,49,34,Aylik,16,2,308.0,0,0,6,8,0
11671,39,30,Iki Yillik,200,2,566.0,0,0,9,7,0
11672,37,33,Yillik,200,2,587.0,0,1,8,3,0
11673,37,72,Iki Yillik,16,3,286.0,2,2,7,4,0
11674,30,72,Aylik,25,4,367.0,2,3,3,1,1
11675,63,12,Yillik,25,2,268.0,1,1,9,0,0
11676,38,29,Aylik,100,0,278.0,2,0,7,5,1
11677,58,4,Aylik,50,0,221.0,0,2,7,2,1
11678,62,36,Aylik,50,1,277.0,2,2,9,3,0
11679,55,41,Aylik,100,2,398.0,1,0,9,0,0
11680,36,2,Iki Yillik,16,0,194.0,1,0,9,5,0
11681,47,20,Aylik,100,0,362.0,0,2,7,7,0
11682,42,34,Yillik,50,0,232.0,1,1,5,9,0
11683,30,26,Yillik,50,0,243.0,2,1,9,3,0
11684,46,7,Yillik,100,2,344.0,2,1,4,9,1
11685,27,8,Aylik,50,0,220.0,2,0,10,7,0
11686,57,19,Yillik,25,0,223.0,3,0,7,9,0
11687,36,15,Aylik,25,4,353.0,0,1,5,2,0
11688,45,16,Aylik,50,1,254.0,1,1,5,6,0
11689,46,6,Iki Yillik,16,1,295.0,2,0,5,2,0
11690,39,21,Aylik,200,1,629.0,0,0,7,5,0
11691,50,55,Aylik,16,1,232.0,1,0,7,3,0
11692,36,7,Iki Yillik,50,1,320.0,3,0,5,5,0
11693,53,17,Aylik,50,2,247.0,1,1,6,6,0
11694,25,31,Yillik,16,2,233.0,2,1,4,7,1
11695,44,5,Aylik,100,3,449.0,1,0,8,5,0
11696,67,21,Aylik,100,2,412.0,2,0,7,3,1
11697,29,40,Aylik,50,1,263.0,1,1,6,8,0
11698,33,9,Aylik,25,0,150.0,4,0,5,6,0
11699,49,23,Aylik,16,2,274.0,0,1,6,8,0
11700,44,39,Yillik,25,0,207.0,0,0,6,2,0
11701,47,72,Aylik,25,1,289.0,0,1,8,4,0
11702,48,22,Iki Yillik,50,3,342.0,1,0,7,0,0
11703,50,12,Aylik,200,3,625.0,2,2,9,7,0
11704,56,4,Aylik,50,1,186.0,1,0,6,0,1
11705,47,12,Yillik,100,1,365.0,0,1,3,0,1
11706,39,6,Iki Yillik,50,0,267.0,1,1,9,6,0
11707,51,58,Aylik,50,0,214.0,1,1,5,7,0
11708,67,37,Yillik,100,0,405.0,1,0,5,2,1
11709,40,8,Iki Yillik,50,0,226.0,1,1,7,1,0
11710,29,11,Aylik,100,1,380.0,3,0,8,6,0
11711,56,22,Iki Yillik,25,1,185.0,0,1,6,9,0
11712,40,40,Aylik,16,2,270.0,2,0,6,4,1
11713,18,29,Yillik,100,1,306.0,1,0,6,0,0
11714,53,27,Iki Yillik,50,2,349.0,0,2,10,1,0
11715,35,24,Yillik,100,1,400.0,2,1,7,2,0
11716,41,8,Aylik,200,1,613.0,2,0,5,5,1
11717,46,22,Aylik,16,1,180.0,2,0,5,0,1
11718,44,20,Iki Yillik,50,0,241.0,1,0,7,7,0
11719,51,6,Aylik,25,0,207.0,2,1,7,1,1
11720,36,57,Aylik,50,0,250.0,2,0,8,4,1
11721,49,13,Yillik,100,1,345.0,1,1,7,7,0
11722,39,6,Aylik,25,1,150.0,2,1,5,4,1
11723,52,15,Aylik,50,0,247.0,2,1,6,7,0
11724,50,17,Aylik,50,2,320.0,2,0,8,5,1
11725,30,20,Aylik,16,2,241.0,0,1,5,6,0
11726,56,17,Yillik,100,2,447.0,4,1,6,7,1
11727,35,20,Yillik,50,1,278.0,1,1,8,2,1
11728,53,23,Aylik,200,0,474.0,3,1,9,4,1
11729,47,22,Iki Yillik,25,3,255.0,3,1,7,9,0
11730,66,27,Iki Yillik,16,1,176.0,4,0,6,6,1
11731,39,28,Yillik,50,0,319.0,0,0,4,8,0
11732,37,29,Aylik,16,3,331.0,0,0,8,5,0
11733,42,34,Yillik,200,0,527.0,1,2,10,9,0
11734,38,12,Aylik,16,3,299.0,0,0,10,0,0
11735,52,12,Yillik,100,2,411.0,1,0,8,7,0
11736,21,40,Yillik,50,2,366.0,1,2,7,5,0
11737,28,15,Aylik,25,1,215.0,2,1,5,0,1
11738,28,19,Iki Yillik,16,2,281.0,1,0,3,3,1
11739,54,18,Aylik,50,0,223.0,1,1,7,5,1
11740,64,72,Yillik,50,2,393.0,1,1,10,9,0
11741,41,10,Aylik,25,1,258.0,0,0,9,0,0
11742,40,10,Iki Yillik,100,0,374.0,1,0,9,9,1
11743,43,20,Aylik,25,1,212.0,2,0,7,4,1
11744,57,18,Aylik,25,4,405.0,1,1,8,2,0
11745,30,8,Aylik,50,5,449.0,2,0,2,6,1
11746,45,19,Aylik,16,3,309.0,1,0,8,7,0
11747,55,21,Aylik,200,2,667.0,4,1,6,2,1
11748,49,14,Yillik,25,1,196.0,1,1,6,9,1
11749,44,18,Aylik,16,1,223.0,1,0,6,2,1
11750,55,11,Aylik,25,1,248.0,3,0,6,2,0
11751,18,8,Aylik,50,1,298.0,1,0,6,5,0
11752,51,15,Iki Yillik,50,0,219.0,2,0,7,5,1
11753,33,9,Yillik,50,0,308.0,0,0,6,2,0
11754,18,7,Yillik,16,0,150.0,1,2,7,5,0
11755,49,3,Yillik,25,2,329.0,2,1,4,8,1
11756,60,24,Aylik,100,0,373.0,4,1,7,7,1
11757,40,15,Aylik,16,1,282.0,1,1,5,6,1
11758,54,40,Aylik,100,2,364.0,1,0,6,6,0
11759,63,15,Iki Yillik,16,1,185.0,2,0,7,7,0
11760,59,24,Iki Yillik,100,0,382.0,1,0,4,6,0
11761,63,12,Aylik,25,0,150.0,0,3,5,2,1
11762,52,20,Aylik,50,0,179.0,0,1,8,7,0
11763,43,3,Aylik,16,2,243.0,0,0,4,7,1
11764,21,15,Aylik,16,2,267.0,1,1,10,0,0
11765,39,10,Yillik,25,0,243.0,1,0,9,9,0
11766,31,38,Aylik,16,2,254.0,2,0,6,4,0
11767,70,23,Iki Yillik,25,1,211.0,0,1,6,4,0
11768,40,34,Aylik,50,0,246.0,0,0,7,0,0
11769,44,43,Iki Yillik,50,3,386.0,2,3,4,5,0
11770,49,14,Yillik,100,2,435.0,1,2,3,5,1
11771,43,22,Yillik,50,1,274.0,0,0,6,3,0
11772,64,8,Yillik,50,1,212.0,2,0,7,5,1
11773,34,26,Yillik,25,2,245.0,3,0,7,5,0
11774,45,29,Yillik,50,0,285.0,0,0,6,0,0
11775,32,25,Yillik,25,3,329.0,1,0,9,4,0
11776,25,14,Yillik,100,2,409.0,0,0,4,1,0
11777,34,61,Iki Yillik,25,0,227.0,1,0,5,6,0
11778,42,21,Yillik,16,0,150.0,1,0,8,8,0
11779,36,8,Yillik,50,5,452.0,1,2,5,8,0
11780,33,31,Iki Yillik,25,0,192.0,2,0,5,8,0
11781,24,39,Aylik,100,0,315.0,0,0,7,6,0
11782,41,8,Aylik,100,2,424.0,0,0,5,6,0
11783,22,17,Aylik,16,0,164.0,1,0,7,0,1
11784,52,6,Aylik,16,2,211.0,2,1,6,5,1
11785,43,44,Iki Yillik,50,0,241.0,1,2,5,4,0
11786,23,19,Aylik,50,1,234.0,1,1,3,7,0
11787,38,10,Yillik,25,1,238.0,2,0,7,7,0
11788,32,39,Yillik,50,0,283.0,2,2,5,3,0
11789,46,20,Aylik,50,2,315.0,0,1,7,0,0
11790,59,35,Yillik,25,1,191.0,1,0,6,5,1
11791,18,28,Iki Yillik,16,0,166.0,1,0,7,9,0
11792,43,9,Aylik,100,1,346.0,1,0,7,0,1
11793,40,13,Yillik,25,1,253.0,2,0,7,4,0
11794,51,11,Yillik,100,0,325.0,2,1,6,4,0
11795,45,8,Aylik,25,1,292.0,4,2,9,2,1
11796,32,5,Aylik,50,4,456.0,3,1,3,4,0
11797,38,68,Iki Yillik,100,4,505.0,3,0,7,5,0
11798,32,25,Aylik,100,2,445.0,0,1,9,4,1
11799,56,27,Aylik,25,0,174.0,2,4,8,0,1
11800,42,42,Aylik,25,1,234.0,1,0,5,6,0
11801,67,13,Yillik,100,0,317.0,1,0,5,2,0
11802,41,6,Yillik,25,0,214.0,1,0,5,6,1
11803,33,33,Yillik,16,1,266.0,0,0,8,4,1
11804,22,7,Aylik,100,2,448.0,0,1,6,2,1
11805,19,33,Iki Yillik,16,1,248.0,2,2,7,5,0
11806,21,5,Aylik,16,3,338.0,0,0,8,0,0
11807,45,7,Aylik,16,2,280.0,0,0,10,5,0
11808,49,12,Aylik,50,5,420.0,2,0,8,3,0
11809,21,32,Aylik,50,3,430.0,0,1,5,3,0
11810,54,56,Iki Yillik,25,2,341.0,2,1,4,4,0
11811,36,27,Iki Yillik,25,1,224.0,3,2,6,8,0
11812,44,13,Aylik,25,2,265.0,2,0,7,0,0
11813,63,37,Iki Yillik,50,1,301.0,1,2,3,2,0
